case	id	sex	deg	yrdeg	field	startyr	year	rank	admin	salary	salary_increment
6812	617	F	PhD	84	Other	84	93	Assoc	0	4225	119
6813	617	F	PhD	84	Other	84	94	Assoc	0	4225	0
6814	617	F	PhD	84	Other	84	95	Assoc	0	4411	186
6815	618	F	PhD	61	Other	73	76	Full	0	2482	NA
6816	618	F	PhD	61	Other	73	77	Full	0	2800	318
6817	618	F	PhD	61	Other	73	78	Full	0	2976	176
6818	618	F	PhD	61	Other	73	79	Full	0	3297.015	321.015
6819	618	F	PhD	61	Other	73	80	Full	0	3597	299.985
6820	618	F	PhD	61	Other	73	81	Full	0	4116	519
6821	618	F	PhD	61	Other	73	82	Full	0	4358	242
6822	618	F	PhD	61	Other	73	83	Full	0	4598	240
6823	618	F	PhD	61	Other	73	84	Full	0	5052	454
6824	618	F	PhD	61	Other	73	85	Full	0	5052	0
6825	618	F	PhD	61	Other	73	86	Full	0	5669	617
6826	618	F	PhD	61	Other	73	87	Full	0	5953	284
6827	618	F	PhD	61	Other	73	88	Full	0	6126	173
6828	618	F	PhD	61	Other	73	89	Full	0	6555	429
6829	618	F	PhD	61	Other	73	90	Full	0	6861	306
6830	618	F	PhD	61	Other	73	91	Full	0	7180	319
6831	618	F	PhD	61	Other	73	92	Full	0	7388	208
6832	618	F	PhD	61	Other	73	93	Full	0	7602	214
6833	618	F	PhD	61	Other	73	94	Full	0	7602	0
6834	618	F	PhD	61	Other	73	95	Full	0	7823	221
6835	619	F	PhD	70	Prof	73	76	Assoc	0	1946	NA
6836	619	F	PhD	70	Prof	73	77	Assoc	0	2058	112
6837	619	F	PhD	70	Prof	73	78	Assoc	0	2136	78
6838	619	F	PhD	70	Prof	73	79	Assoc	0	2285	149
6839	619	F	PhD	70	Prof	73	80	Assoc	0	2507	222
6840	619	F	PhD	70	Prof	73	81	Assoc	0	2758	251
6841	619	F	PhD	70	Prof	73	82	Assoc	0	2758	0
6842	619	F	PhD	70	Prof	73	83	Assoc	0	3505	747
6843	619	F	PhD	70	Prof	73	84	Assoc	0	4077	572
6844	619	F	PhD	70	Prof	73	85	Full	0	4195	118
6845	619	F	PhD	70	Prof	73	86	Full	0	4708	513
6846	619	F	PhD	70	Prof	73	87	Full	0	4944	236
6847	619	F	PhD	70	Prof	73	88	Full	0	5623	679
6848	619	F	PhD	70	Prof	73	89	Full	0	6190	567
6849	619	F	PhD	70	Prof	73	90	Full	0	6668	478
6850	619	F	PhD	70	Prof	73	91	Full	0	7078	410
6851	619	F	PhD	70	Prof	73	92	Full	0	7283	205
6852	619	F	PhD	70	Prof	73	93	Full	0	7602	319
6853	619	F	PhD	70	Prof	73	94	Full	0	7602	0
6854	619	F	PhD	70	Prof	73	95	Full	1	9556	1954
6855	620	M	PhD	89	Other	94	94	Assist	0	3042	NA
6856	620	M	PhD	89	Other	94	95	Assist	0	3130.588	88.5880000000002
6857	621	M	PhD	66	Other	71	76	Assoc	0	2258	NA
6858	621	M	PhD	66	Other	71	77	Assoc	0	2529	271
6859	621	M	PhD	66	Other	71	78	Full	0	2719	190
6860	621	M	PhD	66	Other	71	79	Full	0	3021	302
6861	621	M	PhD	66	Other	71	80	Full	0	3327	306
6862	621	M	PhD	66	Other	71	81	Full	0	3777.612	450.612
6863	621	M	PhD	66	Other	71	82	Full	0	4000	222.388
6864	621	M	PhD	66	Other	71	83	Full	0	4220	220
6865	621	M	PhD	66	Other	71	84	Full	0	4442	222
6866	621	M	PhD	66	Other	71	85	Full	0	4442	0
6867	621	M	PhD	66	Other	71	86	Full	0	4985	543
6868	621	M	PhD	66	Other	71	87	Full	0	5235	250
6869	621	M	PhD	66	Other	71	88	Full	0	5361.194	126.194
6870	621	M	PhD	66	Other	71	89	Full	0	5734.328	373.134
6871	621	M	PhD	66	Other	71	90	Full	0	5946.269	211.941
6872	621	M	PhD	66	Other	71	91	Full	0	6781	834.731
6873	621	M	PhD	66	Other	71	92	Full	0	7078	297
6874	621	M	PhD	66	Other	71	93	Full	0	7283	205
6875	621	M	PhD	66	Other	71	94	Full	0	7283	0
6876	621	M	PhD	66	Other	71	95	Full	0	7611	328
6877	622	M	PhD	51	Other	91	91	Full	0	10411	NA
6878	622	M	PhD	51	Other	91	92	Full	0	10411	0
6879	622	M	PhD	51	Other	91	93	Full	0	10561	150
6880	622	M	PhD	51	Other	91	94	Full	0	10561	0
6881	622	M	PhD	51	Other	91	95	Full	0	10867	306
6882	623	M	PhD	73	Arts	72	76	Assist	0	1563	NA
6883	623	M	PhD	73	Arts	72	77	Assist	0	1717	154
6884	623	M	PhD	73	Arts	72	78	Assist	0	1828	111
6885	623	M	PhD	73	Arts	72	79	Assoc	0	2028.358	200.358
6886	623	M	PhD	73	Arts	72	80	Assoc	0	2121	92.6420000000001
6887	623	M	PhD	73	Arts	72	81	Assoc	0	2391	270
6888	623	M	PhD	73	Arts	72	82	Assoc	0	2532	141
6889	623	M	PhD	73	Arts	72	83	Assoc	0	2671	139
6890	623	M	PhD	73	Arts	72	84	Assoc	0	2811	140
6891	623	M	PhD	73	Arts	72	85	Assoc	0	2811	0
6892	623	M	PhD	73	Arts	72	86	Assoc	0	2896	85
6893	623	M	PhD	73	Arts	72	87	Assoc	0	3041	145
6894	623	M	PhD	73	Arts	72	88	Assoc	0	3266	225
6895	623	M	PhD	73	Arts	72	89	Assoc	0	3754	488
6896	623	M	PhD	73	Arts	72	90	Assoc	0	3986	232
6897	623	M	PhD	73	Arts	72	91	Full	0	4544	558
6898	623	M	PhD	73	Arts	72	92	Full	0	4676	132
6899	623	M	PhD	73	Arts	72	93	Full	0	4812	136
6900	623	M	PhD	73	Arts	72	94	Full	0	4812	0
6901	623	M	PhD	73	Arts	72	95	Full	0	5095	283
6902	624	M	PhD	70	Other	78	78	Assist	0	1730	NA
6903	624	M	PhD	70	Other	78	79	Assist	0	1959	229
6904	624	M	PhD	70	Other	78	80	Assist	0	2079	120
6905	624	M	PhD	70	Other	78	81	Assoc	0	2323	244
6906	624	M	PhD	70	Other	78	82	Assoc	0	2391	68
6907	624	M	PhD	70	Other	78	83	Assoc	0	2523	132
6908	624	M	PhD	70	Other	78	84	Assoc	0	2892	369
6909	624	M	PhD	70	Other	78	85	Assoc	0	2892	0
6910	624	M	PhD	70	Other	78	86	Assoc	0	3246	354
6911	624	M	PhD	70	Other	78	87	Assoc	0	3409	163
6912	624	M	PhD	70	Other	78	88	Full	0	3877	468
6913	624	M	PhD	70	Other	78	89	Full	0	4330	453
6914	624	M	PhD	70	Other	78	90	Full	0	4533	203
6915	624	M	PhD	70	Other	78	91	Full	0	5394	861
6916	624	M	PhD	70	Other	78	92	Full	0	5631	237
6917	624	M	PhD	70	Other	78	93	Full	1	7388	1757
6918	624	M	PhD	70	Other	78	94	Full	1	7388	0
6919	624	M	PhD	70	Other	78	95	Full	1	7935	547
6920	625	F	PhD	88	Other	91	91	Assist	0	2752	NA
6921	625	F	PhD	88	Other	91	92	Assist	0	3042	290
6922	625	F	PhD	88	Other	91	93	Assist	0	3130	88
6923	625	F	PhD	88	Other	91	94	Assist	0	3130	0
6924	625	F	PhD	88	Other	91	95	Assist	0	3256	126
6925	626	M	PhD	74	Other	85	85	Assoc	0	4704	NA
6926	626	M	PhD	74	Other	85	86	Assoc	0	4844	140
6927	626	M	PhD	74	Other	85	87	Assoc	0	5087	243
6928	626	M	PhD	74	Other	85	88	Assoc	0	5087	0
6929	626	M	PhD	74	Other	85	89	Assoc	0	5290	203
6930	626	M	PhD	74	Other	85	90	Assoc	0	5381	91
6931	626	M	PhD	74	Other	85	91	Full	0	5631	250
6932	626	M	PhD	74	Other	85	92	Full	0	5878	247
6933	626	M	PhD	74	Other	85	93	Full	0	6048	170
6934	626	M	PhD	74	Other	85	94	Full	0	6048	0
6935	626	M	PhD	74	Other	85	95	Full	0	6313	265
6936	627	M	PhD	91	Prof	95	95	Assist	0	4171	NA
6937	628	M	PhD	85	Prof	89	89	Assist	0	4996	NA
6938	628	M	PhD	85	Prof	89	90	Assist	0	5082	86
6939	628	M	PhD	85	Prof	89	91	Assist	0	5394	312
6940	628	M	PhD	85	Prof	89	92	Assist	0	5631	237
6941	628	M	PhD	85	Prof	89	93	Assoc	0	6048	417
6942	628	M	PhD	85	Prof	89	94	Assoc	0	6048	0
6943	628	M	PhD	85	Prof	89	95	Assoc	0	6496	448
6944	629	F	PhD	90	Other	92	92	Assist	0	3611	NA
6945	629	F	PhD	90	Other	92	93	Assist	0	3715	104
6946	629	F	PhD	90	Other	92	94	Assist	0	3715	0
6947	629	F	PhD	90	Other	92	95	Assist	0	3934	219
6948	630	M	PhD	84	Prof	90	90	Assoc	0	4663.333	NA
6949	630	M	PhD	84	Prof	90	91	Assoc	0	4743	79.6670000000004
6950	630	M	PhD	84	Prof	90	92	Assoc	0	4881	138
6951	630	M	PhD	84	Prof	90	93	Assoc	0	5022	141
6952	630	M	PhD	84	Prof	90	94	Assoc	0	5022	0
6953	630	M	PhD	84	Prof	90	95	Assoc	0	5168	146
6954	631	M	PhD	63	Other	68	76	Full	0	2232	NA
6955	631	M	PhD	63	Other	68	77	Full	0	2460	228
6956	631	M	PhD	63	Other	68	78	Full	1	2586	126
6957	631	M	PhD	63	Other	68	79	Full	1	2850	264
6958	631	M	PhD	63	Other	68	80	Full	1	3058	208
6959	631	M	PhD	63	Other	68	81	Full	0	3417	359
6960	631	M	PhD	63	Other	68	82	Full	0	3417	0
6961	631	M	PhD	63	Other	68	83	Full	0	3605	188
6962	631	M	PhD	63	Other	68	84	Full	0	4018	413
6963	631	M	PhD	63	Other	68	85	Full	0	4018	0
6964	631	M	PhD	63	Other	68	86	Full	0	4139	121
6965	631	M	PhD	63	Other	68	87	Full	0	4347	208
6966	631	M	PhD	63	Other	68	88	Full	0	4473	126
6967	631	M	PhD	63	Other	68	89	Full	0	4786	313
6968	631	M	PhD	63	Other	68	90	Full	0	4939	153
6969	631	M	PhD	63	Other	68	91	Full	0	5168	229
6970	631	M	PhD	63	Other	68	92	Full	0	5318	150
6971	631	M	PhD	63	Other	68	93	Full	0	5394	76
6972	631	M	PhD	63	Other	68	94	Full	0	5394	0
6973	631	M	PhD	63	Other	68	95	Full	0	5551	157
6974	632	M	PhD	74	Prof	89	89	Full	0	6555	NA
6975	632	M	PhD	74	Prof	89	90	Full	0	7060	505
6976	632	M	PhD	74	Prof	89	91	Full	0	7602	542
6977	632	M	PhD	74	Prof	89	92	Full	0	7935	333
6978	632	M	PhD	74	Prof	89	93	Full	0	8165	230
6979	632	M	PhD	74	Prof	89	94	Full	0	8165	0
6980	632	M	PhD	74	Prof	89	95	Full	0	8523	358
6981	633	M	PhD	63	Other	75	76	Assist	0	2232	NA
6982	633	M	PhD	63	Other	75	77	Assist	0	2400	168
6983	633	M	PhD	63	Other	75	78	Assist	0	2471	71
6984	633	M	PhD	63	Other	75	79	Assist	0	2647	176
6985	633	M	PhD	63	Other	75	80	Assist	0	2826	179
6986	633	M	PhD	63	Other	75	83	Assoc	0	3406	580
6987	633	M	PhD	63	Other	75	84	Assoc	0	3586	180
6988	633	M	PhD	63	Other	75	85	Assoc	0	3586	0
6989	633	M	PhD	63	Other	75	86	Assoc	0	3909	323
6990	633	M	PhD	63	Other	75	87	Assoc	0	4105	196
6991	633	M	PhD	63	Other	75	88	Assoc	0	4225	120
6992	633	M	PhD	63	Other	75	89	Assoc	0	4585	360
6993	633	M	PhD	63	Other	75	90	Assoc	0	4869	284
6994	633	M	PhD	63	Other	75	91	Assoc	0	5242	373
6995	633	M	PhD	63	Other	75	92	Assoc	0	5394	152
6996	633	M	PhD	63	Other	75	93	Assoc	0	5551	157
6997	633	M	PhD	63	Other	75	94	Full	0	5712	161
6998	633	M	PhD	63	Other	75	95	Full	0	6135	423
6999	634	M	PhD	69	Other	70	76	Assoc	0	1598	NA
7000	634	M	PhD	69	Other	70	77	Assoc	0	1746	148
7001	634	M	PhD	69	Other	70	78	Assoc	0	1817	71
7002	634	M	PhD	69	Other	70	79	Assoc	0	1981	164
7003	634	M	PhD	69	Other	70	80	Assoc	0	2138	157
7004	634	M	PhD	69	Other	70	81	Assoc	0	2353	215
7005	634	M	PhD	69	Other	70	82	Assoc	0	2422	69
7006	634	M	PhD	69	Other	70	83	Assoc	0	2555	133
7007	634	M	PhD	69	Other	70	84	Assoc	0	2977	422
7008	634	M	PhD	69	Other	70	85	Assoc	0	2977	0
7009	634	M	PhD	69	Other	70	86	Assoc	0	3066	89
7010	634	M	PhD	69	Other	70	87	Assoc	0	3220	154
7011	634	M	PhD	69	Other	70	88	Assoc	0	3313	93
7012	634	M	PhD	69	Other	70	89	Assoc	0	3918	605
7013	634	M	PhD	69	Other	70	90	Assoc	0	3986	68
7014	634	M	PhD	69	Other	70	91	Assoc	0	4053	67
7015	634	M	PhD	69	Other	70	92	Assoc	0	4112	59
7016	634	M	PhD	69	Other	70	93	Assoc	0	4112	0
7017	634	M	PhD	69	Other	70	94	Assoc	0	4112	0
7018	634	M	PhD	69	Other	70	95	Assoc	0	4231	119
7019	635	M	PhD	67	Other	79	79	Full	1	4300	NA
7020	635	M	PhD	67	Other	79	80	Full	1	4606	306
7021	635	M	PhD	67	Other	79	81	Full	1	5143	537
7022	635	M	PhD	67	Other	79	82	Full	1	5324	181
7023	635	M	PhD	67	Other	79	83	Full	1	5862	538
7024	635	M	PhD	67	Other	79	84	Full	0	6663	801
7025	635	M	PhD	67	Other	79	85	Full	0	6663	0
7026	635	M	PhD	67	Other	79	86	Full	0	7228	565
7027	635	M	PhD	67	Other	79	87	Full	0	7591	363
7028	635	M	PhD	67	Other	79	88	Full	0	7811	220
7029	635	M	PhD	67	Other	79	89	Full	0	8239	428
7030	635	M	PhD	67	Other	79	90	Full	0	8624	385
7031	635	M	PhD	67	Other	79	91	Full	0	9025	401
7032	635	M	PhD	67	Other	79	92	Full	0	9154	129
7033	635	M	PhD	67	Other	79	93	Full	0	9420	266
7034	635	M	PhD	67	Other	79	94	Full	0	9420	0
7035	635	M	PhD	67	Other	79	95	Full	0	9692.515	272.514999999999
7036	636	M	PhD	75	Prof	79	79	Assist	0	1927	NA
7037	636	M	PhD	75	Prof	79	82	Assoc	0	2492	565
7038	636	M	PhD	75	Prof	79	83	Assoc	0	2668	176
7039	636	M	PhD	75	Prof	79	84	Assoc	0	2808	140
7040	636	M	PhD	75	Prof	79	85	Assoc	0	3194	386
7041	636	M	PhD	75	Prof	79	86	Assoc	0	3289	95
7042	636	M	PhD	75	Prof	79	87	Assoc	0	4343	1054
7043	636	M	PhD	75	Prof	79	88	Full	0	4469	126
7044	636	M	PhD	75	Prof	79	89	Full	0	4990	521
7045	636	M	PhD	75	Prof	79	90	Full	0	5374	384
7046	636	M	PhD	75	Prof	79	91	Full	0	5705	331
7047	636	M	PhD	75	Prof	79	92	Full	0	5870	165
7048	636	M	PhD	75	Prof	79	93	Full	0	6216	346
7049	636	M	PhD	75	Prof	79	94	Full	0	6216	0
7050	636	M	PhD	75	Prof	79	95	Full	0	6488	272
7051	637	M	PhD	82	Other	87	87	Assist	0	3171	NA
7052	637	M	PhD	82	Other	87	88	Assist	0	3263	92
7053	637	M	PhD	82	Other	87	89	Assist	0	3541	278
7054	637	M	PhD	82	Other	87	90	Assist	0	3653	112
7055	637	M	PhD	82	Other	87	91	Assist	0	3769	116
7056	637	M	PhD	82	Other	87	92	Assoc	0	4048	279
7057	637	M	PhD	82	Other	87	93	Assoc	0	4165	117
7058	637	M	PhD	82	Other	87	94	Assoc	0	4165	0
7059	637	M	PhD	82	Other	87	95	Assoc	0	4348	183
7060	638	M	PhD	67	Other	67	76	Assoc	0	2018	NA
7061	638	M	PhD	67	Other	67	77	Full	0	2296	278
7062	638	M	PhD	67	Other	67	78	Full	0	2460	164
7063	638	M	PhD	67	Other	67	79	Full	0	2759	299
7064	638	M	PhD	67	Other	67	80	Full	0	2964	205
7065	638	M	PhD	67	Other	67	81	Full	0	3322	358
7066	638	M	PhD	67	Other	67	82	Full	0	3322	0
7067	638	M	PhD	67	Other	67	83	Full	0	3817	495
7068	638	M	PhD	67	Other	67	84	Full	0	4256	439
7069	638	M	PhD	67	Other	67	85	Full	1	4636	380
7070	638	M	PhD	67	Other	67	86	Full	1	5833	1197
7071	638	M	PhD	67	Other	67	87	Full	1	6126	293
7072	638	M	PhD	67	Other	67	88	Full	1	6580	454
7073	638	M	PhD	67	Other	67	89	Full	1	7142	562
7074	638	M	PhD	67	Other	67	90	Full	1	7583	441
7075	638	M	PhD	67	Other	67	91	Full	1	8165	582
7076	638	M	PhD	67	Other	67	92	Full	0	8402	237
7077	638	M	PhD	67	Other	67	93	Full	0	8646	244
7078	638	M	PhD	67	Other	67	94	Full	0	8646	0
7079	638	M	PhD	67	Other	67	95	Full	0	8896	250
7080	639	M	PhD	75	Other	75	76	Assist	0	1592	NA
7081	639	M	PhD	75	Other	75	77	Assist	0	1644	52
7082	639	M	PhD	75	Other	75	78	Assist	0	1717	73
7083	639	M	PhD	75	Other	75	80	Assist	0	2162	445
7084	639	M	PhD	75	Other	75	84	Assoc	0	2851	689
7085	639	M	PhD	75	Other	75	85	Assoc	0	2851	0
7086	639	M	PhD	75	Other	75	86	Assoc	0	3537	686
7087	639	M	PhD	75	Other	75	87	Assoc	0	3715	178
7088	639	M	PhD	75	Other	75	88	Assoc	0	3822	107
7089	639	M	PhD	75	Other	75	89	Full	0	4269	447
7090	639	M	PhD	75	Other	75	90	Full	0	4468	199
7091	639	M	PhD	75	Other	75	91	Full	0	4812	344
7092	639	M	PhD	75	Other	75	92	Full	0	5022	210
7093	639	M	PhD	75	Other	75	93	Full	0	5168	146
7094	639	M	PhD	75	Other	75	94	Full	0	5168	0
7095	639	M	PhD	75	Other	75	95	Full	0	5394	226
7096	640	M	PhD	71	Other	71	76	Assist	0	1910	NA
7097	640	M	PhD	71	Other	71	77	Assoc	0	2216	306
7098	640	M	PhD	71	Other	71	78	Assoc	0	2337	121
7099	640	M	PhD	71	Other	71	79	Assoc	0	2671	334
7100	640	M	PhD	71	Other	71	80	Assoc	0	2869	198
7101	640	M	PhD	71	Other	71	81	Assoc	0	3182	313
7102	640	M	PhD	71	Other	71	82	Assoc	0	3275	93
7103	640	M	PhD	71	Other	71	83	Assoc	0	3455	180
7104	640	M	PhD	71	Other	71	84	Assoc	0	3962	507
7105	640	M	PhD	71	Other	71	85	Assoc	0	3962	0
7106	640	M	PhD	71	Other	71	86	Assoc	0	4321	359
7107	640	M	PhD	71	Other	71	87	Assoc	0	4538	217
7108	640	M	PhD	71	Other	71	88	Assoc	0	4805	267
7109	640	M	PhD	71	Other	71	89	Assoc	0	5366	561
7110	640	M	PhD	71	Other	71	90	Full	0	5863	497
7111	640	M	PhD	71	Other	71	91	Full	0	6313	450
7112	640	M	PhD	71	Other	71	92	Full	0	6684	371
7113	640	M	PhD	71	Other	71	93	Full	0	7078	394
7114	640	M	PhD	71	Other	71	94	Full	0	7078	0
7115	640	M	PhD	71	Other	71	95	Full	0	7283	205
7116	642	M	PhD	91	Prof	95	95	Assist	0	3459	NA
7117	643	M	PhD	89	Other	90	90	Assist	0	3759	NA
7118	643	M	PhD	89	Other	90	91	Assist	0	3991	232
7119	643	M	PhD	89	Other	90	92	Assist	0	4286	295
7120	643	M	PhD	89	Other	90	93	Assist	0	4474	188
7121	643	M	PhD	89	Other	90	94	Assoc	0	5465	991
7122	643	M	PhD	89	Other	90	95	Assoc	0	5705	240
7123	644	M	PhD	67	Other	66	76	Assoc	1	1982	NA
7124	644	M	PhD	67	Other	66	77	Assoc	0	2216	234
7125	644	M	PhD	67	Other	66	78	Assoc	1	2544	328
7126	644	M	PhD	67	Other	66	79	Assoc	1	2895	351
7127	644	M	PhD	67	Other	66	80	Assoc	1	3202	307
7128	644	M	PhD	67	Other	66	81	Full	0	3217.333	15.3330000000001
7129	644	M	PhD	67	Other	66	82	Full	0	3619	401.667
7130	644	M	PhD	67	Other	66	83	Full	1	4042	423
7131	644	M	PhD	67	Other	66	84	Full	1	4505	463
7132	644	M	PhD	67	Other	66	85	Full	1	4505	0
7133	644	M	PhD	67	Other	66	86	Full	1	4914	409
7134	644	M	PhD	67	Other	66	87	Full	1	5160	246
7135	644	M	PhD	67	Other	66	88	Full	1	5229	69
7136	644	M	PhD	67	Other	66	89	Full	1	5756	527
7137	644	M	PhD	67	Other	66	90	Full	1	7574	1818
7138	644	M	PhD	67	Other	66	91	Full	1	7702	128
7139	644	M	PhD	67	Other	66	92	Full	1	8639	937
7140	644	M	PhD	67	Other	66	93	Full	1	8897	258
7141	644	M	PhD	67	Other	66	94	Full	1	8897	0
7142	644	M	PhD	67	Other	66	95	Full	1	9378	481
7143	645	M	PhD	65	Other	72	76	Assoc	0	2150	NA
7144	645	M	PhD	65	Other	72	77	Full	0	2402	252
7145	645	M	PhD	65	Other	72	78	Full	0	2522	120
7146	645	M	PhD	65	Other	72	79	Full	0	2743	221
7147	645	M	PhD	65	Other	72	80	Full	1	3337	594
7148	645	M	PhD	65	Other	72	81	Full	1	3773	436
7149	645	M	PhD	65	Other	72	82	Full	1	3938	165
7150	645	M	PhD	65	Other	72	83	Full	0	4154	216
7151	645	M	PhD	65	Other	72	84	Full	0	4373	219
7152	645	M	PhD	65	Other	72	85	Full	0	4373	0
7153	645	M	PhD	65	Other	72	86	Full	0	4908	535
7154	645	M	PhD	65	Other	72	87	Full	0	5155	247
7155	645	M	PhD	65	Other	72	88	Full	0	5305	150
7156	645	M	PhD	65	Other	72	89	Full	0	5756	451
7157	645	M	PhD	65	Other	72	90	Full	0	6112	356
7158	645	M	PhD	65	Other	72	91	Full	0	6488	376
7159	645	M	PhD	65	Other	72	92	Full	0	6772	284
7160	645	M	PhD	65	Other	72	93	Full	0	6969	197
7161	645	M	PhD	65	Other	72	94	Full	0	6969	0
7162	645	M	PhD	65	Other	72	95	Full	0	7379	410
7163	646	F	PhD	91	Other	91	91	Assist	0	3769	NA
7164	646	F	PhD	91	Other	91	92	Assist	0	3878	109
7165	646	F	PhD	91	Other	91	93	Assist	0	3991	113
7166	646	F	PhD	91	Other	91	94	Assist	0	3991	0
7167	646	F	PhD	91	Other	91	95	Assist	0	4225	234
7168	647	M	PhD	71	Other	94	94	Full	0	8896	NA
7169	647	M	PhD	71	Other	94	95	Full	0	9154	258
7170	648	F	PhD	91	Other	91	91	Assist	0	3559	NA
7171	648	F	PhD	91	Other	91	92	Assist	0	3559	0
7172	648	F	PhD	91	Other	91	93	Assist	0	3769	210
7173	648	F	PhD	91	Other	91	94	Assist	0	3769	0
7174	648	F	PhD	91	Other	91	95	Assist	0	4165	396
7175	649	M	PhD	82	Other	84	84	Assist	0	2851	NA
7176	649	M	PhD	82	Other	84	85	Assist	0	2811	-40
7177	649	M	PhD	82	Other	84	86	Assist	0	3437	626
7178	649	M	PhD	82	Other	84	87	Assist	0	3610	173
7179	649	M	PhD	82	Other	84	88	Assoc	0	3877	267
7180	649	M	PhD	82	Other	84	89	Assoc	0	4208	331
7181	649	M	PhD	82	Other	84	90	Assoc	0	4405	197
7182	649	M	PhD	82	Other	84	91	Assoc	0	4812	407
7183	649	M	PhD	82	Other	84	92	Full	0	5168	356
7184	649	M	PhD	82	Other	84	93	Full	0	5318	150
7185	649	M	PhD	82	Other	84	94	Full	0	5318	0
7186	649	M	PhD	82	Other	84	95	Full	0	5712	394
7187	650	M	PhD	85	Other	89	89	Assist	0	2859	NA
7188	650	M	PhD	85	Other	89	90	Assist	0	3034	175
7189	650	M	PhD	85	Other	89	91	Assist	0	3175	141
7190	650	M	PhD	85	Other	89	92	Assist	0	3267	92
7191	650	M	PhD	85	Other	89	93	Assist	0	3362	95
7192	650	M	PhD	85	Other	89	94	Assist	0	3362	0
7193	650	M	PhD	85	Other	89	95	Assoc	0	3878	516
7194	651	M	PhD	82	Other	85	85	Assist	0	2811	NA
7195	651	M	PhD	82	Other	85	86	Assist	0	2896	85
7196	651	M	PhD	82	Other	85	87	Assist	0	3041	145
7197	651	M	PhD	82	Other	85	88	Assist	0	3174	133
7198	651	M	PhD	82	Other	85	89	Assist	0	3495	321
7199	651	M	PhD	82	Other	85	90	Assist	0	3606	111
7200	651	M	PhD	82	Other	85	91	Assist	0	3996	390
7201	651	M	PhD	82	Other	85	92	Assoc	0	4292	296
7202	651	M	PhD	82	Other	85	93	Assoc	0	4416	124
7203	651	M	PhD	82	Other	85	94	Assoc	0	5318	902
7204	651	M	PhD	82	Other	85	95	Assoc	0	4610	-708
7205	653	M	PhD	77	Other	78	78	Assist	0	2089	NA
7206	653	M	PhD	77	Other	78	79	Assist	0	2378	289
7207	653	M	PhD	77	Other	78	80	Assist	0	2635	257
7208	653	M	PhD	77	Other	78	81	Assoc	0	3092	457
7209	653	M	PhD	77	Other	78	82	Assoc	0	3322	230
7210	653	M	PhD	77	Other	78	83	Assoc	1	3926.866	604.866
7211	653	M	PhD	77	Other	78	84	Assoc	1	4636	709.134
7212	653	M	PhD	77	Other	78	85	Assoc	0	4636	0
7213	653	M	PhD	77	Other	78	86	Assoc	0	5056	420
7214	653	M	PhD	77	Other	78	87	Assoc	0	5310	254
7215	653	M	PhD	77	Other	78	88	Assoc	0	5464	154
7216	653	M	PhD	77	Other	78	89	Assoc	0	5931	467
7217	653	M	PhD	77	Other	78	90	Assoc	0	6208	277
7218	653	M	PhD	77	Other	78	91	Full	0	7283	1075
7219	653	M	PhD	77	Other	78	92	Full	0	7823	540
7220	653	M	PhD	77	Other	78	93	Full	0	8049	226
7221	653	M	PhD	77	Other	78	94	Full	0	8049	0
7222	653	M	PhD	77	Other	78	95	Full	0	8671	622
7223	654	F	PhD	90	Other	92	92	Assist	0	2833	NA
7224	654	F	PhD	90	Other	92	93	Assist	0	3333	500
7225	654	F	PhD	90	Other	92	94	Assist	0	3333	0
7226	654	F	PhD	90	Other	92	95	Assist	0	5016	1683
7227	655	F	PhD	81	Other	83	83	Assist	0	2630	NA
7228	655	F	PhD	81	Other	83	84	Assist	0	2848	218
7229	655	F	PhD	81	Other	83	85	Assist	0	2848	0
7230	655	F	PhD	81	Other	83	86	Assist	0	3196	348
7231	655	F	PhD	81	Other	83	87	Assist	0	3357	161
7232	655	F	PhD	81	Other	83	88	Assoc	0	3658	301
7233	655	F	PhD	81	Other	83	89	Assoc	0	4027	369
7234	655	F	PhD	81	Other	83	90	Assoc	0	4463	436
7235	655	F	PhD	81	Other	83	91	Assoc	0	5016	553
7236	655	F	PhD	81	Other	83	92	Assoc	0	5236	220
7237	655	F	PhD	81	Other	83	93	Full	0	5955	719
7238	655	F	PhD	81	Other	83	94	Full	1	5955	0
7239	655	F	PhD	81	Other	83	95	Full	1	6655	700
7240	657	M	PhD	90	Arts	88	88	Assist	0	2913	NA
7241	657	M	PhD	90	Arts	88	89	Assist	0	3029	116
7242	657	M	PhD	90	Arts	88	90	Assist	0	3216	187
7243	657	M	PhD	90	Arts	88	91	Assist	0	3414	198
7244	657	M	PhD	90	Arts	88	92	Assist	0	3564	150
7245	657	M	PhD	90	Arts	88	93	Assist	0	3720	156
7246	657	M	PhD	90	Arts	88	94	Assist	0	3720	0
7247	657	M	PhD	90	Arts	88	95	Assoc	0	4053	333
7248	658	F	PhD	89	Other	90	90	Assist	0	3986	NA
7249	658	F	PhD	89	Other	90	91	Assist	0	4053	67
7250	658	F	PhD	89	Other	90	92	Assist	0	4171	118
7251	658	F	PhD	89	Other	90	93	Assist	0	4292	121
7252	658	F	PhD	89	Other	90	94	Assist	0	4292	0
7253	658	F	PhD	89	Other	90	95	Assist	0	4544	252
7254	659	M	PhD	66	Other	66	76	Full	0	2726	NA
7255	659	M	PhD	66	Other	66	77	Full	0	3156	430
7256	659	M	PhD	66	Other	66	78	Full	0	3387	231
